# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1582031	1583482	+							MPAO1_07530	1452		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1583532	1584605	+							MPAO1_07535	1074		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1585118	1585969	+							MPAO1_07540	852		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1586010	1587017	+							MPAO1_07545	1008		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1587014	1587790	+							MPAO1_07550	777		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1587796	1588557	+							MPAO1_07555	762		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1588571	1589101	+							MPAO1_07560	531		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1589110	1589979	+							MPAO1_07565	870		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1589972	1590805	+							MPAO1_07570	834		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1590792	1591589	+							MPAO1_07575	798		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1591582	1593264	+							MPAO1_07580	1683		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1593275	1594078	+							MPAO1_07585	804		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1594090	1595574	+							MPAO1_07590	1485		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1595588	1596553	+							MPAO1_07595	966		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1596561	1596878	+							MPAO1_07600	318		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1596880	1597098	+							MPAO1_07605	219		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1597121	1598140	+							MPAO1_07610	1020		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1598137	1598571	+							MPAO1_07615	435		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1598586	1599542	+							MPAO1_07620	957		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1600012	1601232	+							MPAO1_07625	1221		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1601294	1601473	-							MPAO1_07630	180		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1601582	1602220	-					nth		MPAO1_07635	639		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1602217	1602939	-							MPAO1_07640	723		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1602932	1603576	-							MPAO1_07645	645		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1603576	1604610	-							MPAO1_07650	1035		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1604613	1606937	-					rsxC		MPAO1_07655	2325		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1606934	1607500	-							MPAO1_07660	567		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1607497	1608081	-							MPAO1_07665	585		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1608260	1609294	-							MPAO1_07670	1035		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1609387	1612686	-							MPAO1_07675	3300		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1612690	1615116	-					tssI		MPAO1_07680	2427		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1615411	1615848	-							MPAO1_07685	438		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1615845	1617071	-							MPAO1_07690	1227		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1617158	1617958	-							MPAO1_07695	801		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1617992	1620025	-							MPAO1_07700	2034		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1620156	1621250	+					apbC		MPAO1_07705	1095		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1621351	1621917	+							MPAO1_07710	567		
gene	pseudogene	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1621967	1622050	+							MPAO1_07715	84		pseudo
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1622341	1623228	+							MPAO1_07720	888		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1623294	1624574	+							MPAO1_07725	1281		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1624699	1625424	+							MPAO1_07730	726		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1625605	1626210	+							MPAO1_07735	606		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1626365	1627171	+							MPAO1_07740	807		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1627265	1628125	+							MPAO1_07745	861		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1628122	1629021	+							MPAO1_07750	900		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1629042	1629638	-							MPAO1_07755	597		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1629849	1630133	-							MPAO1_07760	285		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1630095	1631789	+							MPAO1_07765	1695		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1631911	1632369	-							MPAO1_07770	459		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1632366	1632908	-							MPAO1_07775	543		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1632928	1634256	-							MPAO1_07780	1329		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1634423	1635790	-							MPAO1_07785	1368		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1635976	1637316	+							MPAO1_07790	1341		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1637438	1639153	-							MPAO1_07795	1716		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1639370	1640695	+							MPAO1_07800	1326		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1641513	1641743	-							MPAO1_07805	231		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1641795	1644554	-							MPAO1_07810	2760		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1644692	1645888	-							MPAO1_07815	1197		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1645885	1647642	-					ngg		MPAO1_07820	1758		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1647683	1649452	-							MPAO1_07825	1770		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1649595	1650068	+							MPAO1_07830	474		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1650223	1650975	-							MPAO1_07835	753		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1651076	1653040	-					mnmC		MPAO1_07840	1965		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1653039	1653158	+							MPAO1_07845	120		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1653184	1654674	+					pap		MPAO1_07850	1491		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1654827	1656011	+							MPAO1_07855	1185		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1656140	1656805	+							MPAO1_07860	666		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1657029	1658600	-							MPAO1_07865	1572		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1658803	1659012	-							MPAO1_07870	210		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1659218	1659856	+							MPAO1_07875	639		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1660107	1661108	+							MPAO1_07880	1002		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1661112	1661936	+							MPAO1_07885	825		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1661933	1662682	+							MPAO1_07890	750		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1662836	1663429	+							MPAO1_07895	594		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1663548	1664519	+							MPAO1_07900	972		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1664597	1665745	+					ssuD		MPAO1_07905	1149		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1665766	1666554	+					ssuC		MPAO1_07910	789		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1666551	1667375	+							MPAO1_07915	825		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1667416	1667631	+							MPAO1_07920	216		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1667811	1668149	-							MPAO1_07925	339		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1668201	1668512	-							MPAO1_07930	312		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1668641	1669012	-							MPAO1_07935	372		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1669014	1669574	-					folE		MPAO1_07940	561		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1669592	1670296	-							MPAO1_07945	705		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1670407	1670964	-							MPAO1_07950	558		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1671244	1671696	+							MPAO1_07955	453		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1672059	1673075	+							MPAO1_07960	1017		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1673612	1674505	-							MPAO1_07965	894		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1674601	1674990	+							MPAO1_07970	390		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1674977	1675663	+							MPAO1_07975	687		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1675792	1676571	+							MPAO1_07980	780		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1676568	1677464	+							MPAO1_07985	897		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1677563	1677856	+							MPAO1_07990	294		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1677972	1678883	+							MPAO1_07995	912		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1679000	1679770	+							MPAO1_08000	771		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1679790	1680134	-							MPAO1_08005	345		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1680169	1681575	-							MPAO1_08010	1407		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1681666	1682409	-							MPAO1_08015	744		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1682694	1684451	+							MPAO1_08020	1758		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1684508	1685878	+							MPAO1_08025	1371		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1686028	1688511	+							MPAO1_08030	2484		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1688518	1689330	-							MPAO1_08035	813		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1689576	1690601	+							MPAO1_08040	1026		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1690743	1691840	+					pdhA		MPAO1_08045	1098		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1691833	1692834	+							MPAO1_08050	1002		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1692852	1693964	+							MPAO1_08055	1113		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1693965	1694363	-							MPAO1_08060	399		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1694457	1695041	-							MPAO1_08065	585		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1695077	1695343	-							MPAO1_08070	267		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1695553	1695822	+							MPAO1_08075	270		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1695942	1696160	+							MPAO1_08080	219		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1696237	1696752	+							MPAO1_08085	516		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1696817	1697803	+							MPAO1_08090	987		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1698013	1700688	+							MPAO1_08095	2676		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1700774	1701391	+							MPAO1_08100	618		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1701609	1703411	+							MPAO1_08105	1803		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1703408	1704739	+							MPAO1_08110	1332		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1704736	1706091	+							MPAO1_08115	1356		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1706084	1706371	-							MPAO1_08120	288		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1706546	1707031	+							MPAO1_08125	486		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1707132	1708103	+							MPAO1_08130	972		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1708107	1709279	+							MPAO1_08135	1173		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1709276	1710409	+							MPAO1_08140	1134		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1710463	1710804	+							MPAO1_08145	342		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1710806	1711732	-							MPAO1_08150	927		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1712006	1712782	+							MPAO1_08155	777		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1712865	1713401	-							MPAO1_08160	537		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1713418	1714245	-							MPAO1_08165	828		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1714236	1715150	-							MPAO1_08170	915		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1715147	1716433	-					nosD		MPAO1_08175	1287		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1716430	1718340	-							MPAO1_08180	1911		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1718383	1720530	-							MPAO1_08185	2148		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1720758	1721171	-							MPAO1_08190	414		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1721232	1721534	+							MPAO1_08195	303		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1721541	1722236	-					tsaA		MPAO1_08200	696		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1722289	1723059	-							MPAO1_08205	771		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1723157	1723522	-							MPAO1_08210	366		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1723676	1724002	-							MPAO1_08215	327		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1724363	1725199	+					phnC		MPAO1_08220	837		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1725252	1726256	+					phnD		MPAO1_08225	1005		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1726323	1727117	+					phnE		MPAO1_08230	795		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1727138	1727860	+					phnF		MPAO1_08235	723		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1727870	1728328	+					phnG		MPAO1_08240	459		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1728328	1728957	+					phnH		MPAO1_08245	630		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1728957	1730057	+							MPAO1_08250	1101		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1730054	1730938	+							MPAO1_08255	885		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1730935	1731750	+					phnK		MPAO1_08260	816		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1731800	1732516	+					phnL		MPAO1_08265	717		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1732506	1733669	+							MPAO1_08270	1164		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1733669	1734226	+					phnN		MPAO1_08275	558		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1734217	1734987	+					phnP		MPAO1_08280	771		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1735036	1735221	-							MPAO1_08285	186		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1735273	1735419	-							MPAO1_08290	147		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1735509	1735787	-							MPAO1_08295	279		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1735980	1736645	-							MPAO1_08300	666		
